"Date","Sigma_GARCH"
2017-08-18,0.0018745901968348
2017-08-19,0.001890404973859
2017-08-20,0.00176697616847467
2017-08-21,0.0016646298974078
2017-08-22,0.00158751721555097
2017-08-23,0.0014866144140574
2017-08-24,0.00141343377585845
2017-08-25,0.00148642809533974
2017-08-26,0.00139559973082571
2017-08-27,0.00131501410823323
2017-08-28,0.00123639244468815
2017-08-29,0.00117674187163092
2017-08-30,0.00124939284609291
2017-08-31,0.00117528204101355
2017-09-01,0.00118542005229605
2017-09-02,0.00115595943299627
2017-09-03,0.00154061440216925
2017-09-04,0.00144231307803741
2017-09-05,0.00199666004431066
2017-09-06,0.00207579633578774
2017-09-07,0.00221269225561465
2017-09-08,0.00208161789968159
2017-09-09,0.00256204250252547
2017-09-10,0.00240211953649893
2017-09-11,0.00230777614167174
2017-09-12,0.00216782671137883
2017-09-13,0.00203079895301886
2017-09-14,0.00213407544650285
2017-09-15,0.00542545346554887
2017-09-16,0.00633610872355782
2017-09-17,0.00590605960097856
2017-09-18,0.00549461112221432
2017-09-19,0.00564706139071482
2017-09-20,0.00530246416058885
2017-09-21,0.00493227387541717
2017-09-22,0.00502301956614248
2017-09-23,0.00467766259474139
2017-09-24,0.00452955089561232
2017-09-25,0.0042816822557412
2017-09-26,0.00427847231716883
2017-09-27,0.00398105642389854
2017-09-28,0.00408568273955619
2017-09-29,0.00380004308858614
2017-09-30,0.00353663572796142
2017-10-01,0.003450533320692
2017-10-02,0.00321173769544997
2017-10-03,0.00299080862466686
2017-10-04,0.00280776636604006
2017-10-05,0.00266801557344666
2017-10-06,0.00250726370134298
2017-10-07,0.00236060167192279
2017-10-08,0.0022109603039581
2017-10-09,0.00222242363935611
2017-10-10,0.00215062879105243
2017-10-11,0.00200751656678483
2017-10-12,0.00187728345025909
2017-10-13,0.00276237026667164
2017-10-14,0.00272669531713909
2017-10-15,0.00263762348852491
2017-10-16,0.00251036721772844
2017-10-17,0.00234194260072445
2017-10-18,0.00224649192920315
2017-10-19,0.00212278437670959
2017-10-20,0.00204204039223471
2017-10-21,0.00213622417966687
2017-10-22,0.00199508993431538
2017-10-23,0.00187982786866114
2017-10-24,0.00176111219709612
2017-10-25,0.00209926903417798
2017-10-26,0.00203081190544985
2017-10-27,0.00197272634231231
2017-10-28,0.001863981033892
2017-10-29,0.00175143347575167
2017-10-30,0.00203444055692171
2017-10-31,0.00190122625359681
2017-11-01,0.00196066448752569
2017-11-02,0.00199076107805927
2017-11-03,0.00196602155260505
2017-11-04,0.00185033484243161
2017-11-05,0.00180316655933429
2017-11-06,0.00168555997166477
2017-11-07,0.00180738627516254
2017-11-08,0.00169631191672428
2017-11-09,0.00166912248081835
2017-11-10,0.00163194965327057
2017-11-11,0.00209815408520172
2017-11-12,0.0021231977888195
2017-11-13,0.0023884769091535
2017-11-14,0.00296217808850949
2017-11-15,0.00280047009694563
2017-11-16,0.00323344915295829
2017-11-17,0.00357579498526518
2017-11-18,0.00335620768295917
2017-11-19,0.00312534289232053
2017-11-20,0.00299766456969421
2017-11-21,0.00282593450178603
2017-11-22,0.0026438205979472
2017-11-23,0.00246873279452413
2017-11-24,0.002342246060643
2017-11-25,0.00219363035273212
2017-11-26,0.00237057334675455
2017-11-27,0.00239466278904091
2017-11-28,0.00245942535304507
2017-11-29,0.00234510575764277
2017-11-30,0.00222395254523204
2017-12-01,0.00208593846591448
2017-12-02,0.00255582035215174
2017-12-03,0.00239664199022123
2017-12-04,0.00227035017205966
2017-12-05,0.00221669978571291
2017-12-06,0.0020764608475501
2017-12-07,0.00346909092999798
2017-12-08,0.00646597833064616
2017-12-09,0.00609741270620914
2017-12-10,0.00623224286452585
2017-12-11,0.00579852777813191
2017-12-12,0.00623090860645345
2017-12-13,0.00579415326935725
2017-12-14,0.00542639014514622
2017-12-15,0.0050624620204352
2017-12-16,0.00506881935657148
2017-12-17,0.00527324924198889
2017-12-18,0.00490778150103907
2017-12-19,0.00456296597435754
2017-12-20,0.00479539511947744
2017-12-21,0.00468176552095555
2017-12-22,0.00466009572195782
2017-12-23,0.00610178582984761
2017-12-24,0.00567930492068682
2017-12-25,0.0052954295376554
2017-12-26,0.00493294827444342
2017-12-27,0.00590609509182519
2017-12-28,0.00549063430071059
2017-12-29,0.00571660836531305
2017-12-30,0.00531521009503942
2017-12-31,0.00644527416577215
2018-01-01,0.00651375614764901
2018-01-02,0.00606842830512529
2018-01-03,0.00616630431756311
2018-01-04,0.00576576852132168
2018-01-05,0.00535907837767755
2018-01-06,0.00599717774202719
2018-01-07,0.00558202662107165
2018-01-08,0.00544156907596041
2018-01-09,0.00558146310485
2018-01-10,0.00530434613323862
2018-01-11,0.00500392284738347
2018-01-12,0.00565708491597809
2018-01-13,0.00530675029852297
2018-01-14,0.00503379970563584
2018-01-15,0.00489385136243039
2018-01-16,0.00454877552317106
2018-01-17,0.00764522438394839
2018-01-18,0.00710340803148206
2018-01-19,0.00659595047906888
2018-01-20,0.00625262435388978
2018-01-21,0.0067090691487708
2018-01-22,0.00695773335007776
2018-01-23,0.00692549983778213
2018-01-24,0.00643092839162228
2018-01-25,0.00614569017837528
2018-01-26,0.00572289930119925
2018-01-27,0.00532653292477146
2018-01-28,0.00503414769169434
2018-01-29,0.00476231110079365
2018-01-30,0.00464359800917519
2018-01-31,0.00504693141574861
2018-02-01,0.00469085896049724
2018-02-02,0.00521490250049407
2018-02-03,0.00501793387005375
2018-02-04,0.00475092307456609
2018-02-05,0.00539660981164177
2018-02-06,0.00724868632295365
2018-02-07,0.00729023569986602
2018-02-08,0.00676886134964973
2018-02-09,0.00631088933807968
2018-02-10,0.00675012281241534
2018-02-11,0.00628015362338639
2018-02-12,0.00610995719805178
2018-02-13,0.00632537002932029
2018-02-14,0.00596734565995454
2018-02-15,0.00618562480030378
2018-02-16,0.00603974398980319
2018-02-17,0.0056265602345097
2018-02-18,0.00571718493799313
2018-02-19,0.00555235215701841
2018-02-20,0.00545398200017782
2018-02-21,0.00507428977469532
2018-02-22,0.00511775589030676
2018-02-23,0.00508840381397995
2018-02-24,0.0047842942127144
2018-02-25,0.00457887822248976
2018-02-26,0.00427700538790314
2018-02-27,0.00436131459212891
2018-02-28,0.00410649622759387
2018-03-01,0.00386451003020983
2018-03-02,0.00379602110957838
2018-03-03,0.00354487906301689
2018-03-04,0.00338973757326412
2018-03-05,0.00315753084015787
2018-03-06,0.00294447929043612
2018-03-07,0.00308209264226762
2018-03-08,0.00338744943297767
2018-03-09,0.00352980763075422
2018-03-10,0.00329195044799022
2018-03-11,0.00325852296756594
2018-03-12,0.00347572833265908
2018-03-13,0.00333886605948193
2018-03-14,0.0031099932339996
2018-03-15,0.00382255057653738
2018-03-16,0.00355642124828032
2018-03-17,0.00331095325913036
2018-03-18,0.00331716489052662
2018-03-19,0.00320777276191837
2018-03-20,0.00317850399765821
2018-03-21,0.00305136408763443
2018-03-22,0.00284237031499557
2018-03-23,0.00267995070594855
2018-03-24,0.00251924205965347
2018-03-25,0.00246656859495254
2018-03-26,0.00231435268750637
2018-03-27,0.00228475602915572
2018-03-28,0.00229308508286171
2018-03-29,0.00215785700236239
2018-03-30,0.00295887744377431
2018-03-31,0.00290996953733263
2018-04-01,0.00271956679292741
2018-04-02,0.00255589046996266
2018-04-03,0.00245724763613237
2018-04-04,0.00246890926087836
2018-04-05,0.00282951519257279
2018-04-06,0.00264685717609828
2018-04-07,0.00251235609010795
2018-04-08,0.00245572894385443
2018-04-09,0.00231813201698393
2018-04-10,0.00225622439756496
2018-04-11,0.00210701544010023
2018-04-12,0.00198469994678165
2018-04-13,0.00306859045239932
2018-04-14,0.002857888724472
2018-04-15,0.00267016716527513
2018-04-16,0.00262964630368793
2018-04-17,0.00253926797619582
2018-04-18,0.00242195601535627
2018-04-19,0.00234136352716204
2018-04-20,0.00219760502616494
2018-04-21,0.00236584969114105
2018-04-22,0.00221326445968521
2018-04-23,0.00208722688802494
2018-04-24,0.00196349377483333
2018-04-25,0.00222728213024569
2018-04-26,0.00252335098565466
2018-04-27,0.0024409658943889
2018-04-28,0.00236440774003983
2018-04-29,0.0023284928924989
2018-04-30,0.00218039061094291
2018-05-01,0.00206812326598597
2018-05-02,0.00196482483131722
2018-05-03,0.00185514342901199
2018-05-04,0.00193623673887085
2018-05-05,0.00180915772029744
2018-05-06,0.00170205004223232
2018-05-07,0.00162441667334801
2018-05-08,0.00160652179563876
2018-05-09,0.00153921322154174
2018-05-10,0.00144930569453965
2018-05-11,0.00144221405189679
2018-05-12,0.00174450709197905
2018-05-13,0.00163152785858197
2018-05-14,0.00157212228820503
2018-05-15,0.001471887568373
2018-05-16,0.00142651734842256
2018-05-17,0.00136229999969948
2018-05-18,0.00137921093066509
2018-05-19,0.00132313350129687
2018-05-20,0.00124075461646832
2018-05-21,0.00124079756229525
2018-05-22,0.00118362710051461
2018-05-23,0.00131709204507277
2018-05-24,0.00154875171834214
2018-05-25,0.00145140090119639
2018-05-26,0.00137725643868049
2018-05-27,0.00131999228606831
2018-05-28,0.00123801920022496
2018-05-29,0.00124932769021635
2018-05-30,0.00132421181091662
2018-05-31,0.00124763395616187
2018-06-01,0.00117918207755871
2018-06-02,0.00110912271260143
2018-06-03,0.00105614010272779
2018-06-04,0.000999471835836954
2018-06-05,0.00101222307589926
2018-06-06,0.000967874855957628
2018-06-07,0.000913245558154266
2018-06-08,0.000861350713116404
2018-06-09,0.000824719824598208
2018-06-10,0.000801038825493983
2018-06-11,0.00154839133276345
2018-06-12,0.00145331078721749
2018-06-13,0.0015380980254951
2018-06-14,0.00157627996732827
2018-06-15,0.00166044754185083
2018-06-16,0.00164584864610109
2018-06-17,0.00154578271648797
2018-06-18,0.00144858118369734
2018-06-19,0.0014566728912285
2018-06-20,0.00136683123076295
2018-06-21,0.00128125626852897
2018-06-22,0.0012060891857276
2018-06-23,0.00197849684895818
2018-06-24,0.00185320316497534
2018-06-25,0.00173182651973988
2018-06-26,0.00163677081574382
2018-06-27,0.00159388892496211
2018-06-28,0.001494214221908
2018-06-29,0.00155799854714051
2018-06-30,0.00165207610062995
2018-07-01,0.00162945781166796
2018-07-02,0.00152773990361721
2018-07-03,0.00153352577886225
2018-07-04,0.00145047067880901
2018-07-05,0.00136272008736318
2018-07-06,0.00128335361313057
2018-07-07,0.00121039784304543
2018-07-08,0.00117001880032258
2018-07-09,0.00110275928881888
2018-07-10,0.00104384515918952
2018-07-11,0.00122864949785211
2018-07-12,0.00115715131432126
2018-07-13,0.00111518614946763
2018-07-14,0.00105479589573677
2018-07-15,0.000993733894395249
2018-07-16,0.000951105648245595
2018-07-17,0.00112331175458275
2018-07-18,0.00159847903348584
2018-07-19,0.00150562236721379
2018-07-20,0.00141528493047449
2018-07-21,0.00134955577536768
2018-07-22,0.0012670832398087
2018-07-23,0.00118891997212038
2018-07-24,0.00123872557838785
2018-07-25,0.00169116705375574
2018-07-26,0.00162284083151764
2018-07-27,0.00161718567423296
2018-07-28,0.00158151693589244
2018-07-29,0.00148220454077356
2018-07-30,0.0013892865150443
2018-07-31,0.00130476515811768
2018-08-01,0.00146582533256384
2018-08-02,0.00140756878049279
2018-08-03,0.00132936676642278
2018-08-04,0.00126693579828042
2018-08-05,0.00144220575456622
2018-08-06,0.00135183536617559
2018-08-07,0.0012798119563231
2018-08-08,0.00128704384392997
2018-08-09,0.00156592634749197
2018-08-10,0.00154255966194891
2018-08-11,0.00169339953599401
2018-08-12,0.00158739516660052
2018-08-13,0.00149843485633349
2018-08-14,0.00141317894159261
2018-08-15,0.00133406740488398
2018-08-16,0.00125900473258517
2018-08-17,0.00118432188629897
2018-08-18,0.00123261002998297
2018-08-19,0.00121863802270341
2018-08-20,0.00115007237630653
2018-08-21,0.00116768711101572
2018-08-22,0.00116468528610994
2018-08-23,0.00111438833417316
2018-08-24,0.00108032981563969
2018-08-25,0.00105979057918566
2018-08-26,0.00100011249048909
2018-08-27,0.000944495563019362
2018-08-28,0.000949062096543558
2018-08-29,0.000937742597926889
2018-08-30,0.000887491810226842
2018-08-31,0.000843098737473919
2018-09-01,0.000796294971414328
2018-09-02,0.000798773874488937
2018-09-03,0.000769332813290775
2018-09-04,0.000730941354334964
2018-09-05,0.000700836387175047
2018-09-06,0.00131177672020513
2018-09-07,0.0013257882788732
2018-09-08,0.00127196217865492
2018-09-09,0.00129049873161997
2018-09-10,0.00121418266782331
2018-09-11,0.00114621023689582
2018-09-12,0.00107813474463662
2018-09-13,0.00101557620657785
2018-09-14,0.000991147694510112
2018-09-15,0.000933477362289217
2018-09-16,0.000880715226880441
2018-09-17,0.000831385457533149
2018-09-18,0.000914494405103308
2018-09-19,0.000868912713784299
2018-09-20,0.000825671504063145
2018-09-21,0.000793697398153741
2018-09-22,0.000864587011781857
2018-09-23,0.000817526928840905
2018-09-24,0.000774252475512261
2018-09-25,0.000762729478667596
2018-09-26,0.000762099941964808
2018-09-27,0.000721001165235393
2018-09-28,0.000761341400188005
2018-09-29,0.000724650115337699
2018-09-30,0.000691887781486552
2018-10-01,0.000656577684195643
2018-10-02,0.000624217307426298
2018-10-03,0.000609623936924525
2018-10-04,0.000581497595542445
2018-10-05,0.000562801876194844
2018-10-06,0.000538531785020036
2018-10-07,0.000518307537767112
2018-10-08,0.000495219250468555
2018-10-09,0.000477706338945046
2018-10-10,0.000458523848165797
2018-10-11,0.000442266577308059
2018-10-12,0.000691130566730729
2018-10-13,0.000655435777498352
2018-10-14,0.000624538293941139
2018-10-15,0.000593626186484092
2018-10-16,0.000840377059694452
2018-10-17,0.000794427468718916
2018-10-18,0.000753409417723628
2018-10-19,0.000740959539922158
2018-10-20,0.000721762243878962
2018-10-21,0.000687103034191507
2018-10-22,0.000651552804623106
2018-10-23,0.000619377607530966
2018-10-24,0.000591318587506441
2018-10-25,0.000562786179741663
2018-10-26,0.000540099173505807
2018-10-27,0.000515355440016834
2018-10-28,0.000495465305108034
2018-10-29,0.000475483213912131
2018-10-30,0.00049857464441762
2018-10-31,0.000478966326291476
2018-11-01,0.000460629548166818
2018-11-02,0.000443224353191033
2018-11-03,0.000425983319770994
2018-11-04,0.000415311252972633
2018-11-05,0.000412182278625798
2018-11-06,0.00039751010653603
2018-11-07,0.000385365561777776
2018-11-08,0.000376750086779139
2018-11-09,0.000383618659121663
2018-11-10,0.000381037974028116
2018-11-11,0.000367976587149564
2018-11-12,0.000355967227543874
2018-11-13,0.000344835682449149
2018-11-14,0.000334507513013685
2018-11-15,0.00088908038680326
2018-11-16,0.000935557136111557
2018-11-17,0.000907064281078742
2018-11-18,0.000859697701588092
2018-11-19,0.000812794992072259
2018-11-20,0.00226905213229159
2018-11-21,0.00265031020818605
2018-11-22,0.00249606574668596
2018-11-23,0.00262562959212388
2018-11-24,0.00244903170110179
2018-11-25,0.00326303397773977
2018-11-26,0.00309368109237519
2018-11-27,0.00307952760338746
2018-11-28,0.00286915532810274
2018-11-29,0.00334687710547078
2018-11-30,0.00312482089930779
2018-12-01,0.0032096813011331
2018-12-02,0.0030573956385819
2018-12-03,0.00284917541934518
2018-12-04,0.00303441677788825
2018-12-05,0.00283572585543264
2018-12-06,0.00279700513512502
2018-12-07,0.00304286075757321
2018-12-08,0.00292585970024425
2018-12-09,0.00272556794584782
2018-12-10,0.00264158266520339
2018-12-11,0.00253406295105175
2018-12-12,0.00239206501959478
2018-12-13,0.00225263737391082
2018-12-14,0.00223476138110579
2018-12-15,0.00214588666489154
2018-12-16,0.00200561015044433
2018-12-17,0.00187388907071079
2018-12-18,0.00223877330850182
2018-12-19,0.00222963718270243
2018-12-20,0.00208075559693822
2018-12-21,0.00265035043402991
2018-12-22,0.00263980524131363
2018-12-23,0.00249133812193918
2018-12-24,0.00232347764630411
2018-12-25,0.00218679101876951
2018-12-26,0.0023707185872164
2018-12-27,0.00221143009426476
2018-12-28,0.00229480375685611
2018-12-29,0.00246559739451595
2018-12-30,0.0023795677082981
2018-12-31,0.00225408297221687
2019-01-01,0.00214658025532147
2019-01-02,0.00203375655097013
2019-01-03,0.00192036840199914
2019-01-04,0.00184176750255503
2019-01-05,0.0017220196888015
2019-01-06,0.00161310314509411
2019-01-07,0.00171654648010662
2019-01-08,0.0016052561994058
2019-01-09,0.0015072848273814
2019-01-10,0.00141150436911791
2019-01-11,0.00208498727405738
2019-01-12,0.00194789558776182
2019-01-13,0.00182074729106782
2019-01-14,0.00178125495298157
2019-01-15,0.00177411024253977
2019-01-16,0.00168373271126207
2019-01-17,0.001577974456393
2019-01-18,0.00148010111180633
2019-01-19,0.00139050023469767
2019-01-20,0.00132499358658869
2019-01-21,0.00133259214974782
2019-01-22,0.00125425407930239
2019-01-23,0.00118650008634455
2019-01-24,0.00111696592068454
2019-01-25,0.00105020114550701
2019-01-26,0.000988321184698212
2019-01-27,0.0009308573446623
2019-01-28,0.000879662163765014
2019-01-29,0.000920946416429808
2019-01-30,0.00087633092583338
2019-01-31,0.000837849452584703
2019-02-01,0.000795651275989066
2019-02-02,0.000754402402123687
2019-02-03,0.000723267924047282
2019-02-04,0.000700387936397443
2019-02-05,0.00066395527336035
2019-02-06,0.000630181687561343
2019-02-07,0.000630667692146519
2019-02-08,0.000601090033085034
2019-02-09,0.000953493753352895
2019-02-10,0.000900049117262698
2019-02-11,0.000848841663269043
2019-02-12,0.000816143959010291
2019-02-13,0.000771629418053605
2019-02-14,0.000733763643622367
2019-02-15,0.000698820642171708
2019-02-16,0.000662530771285322
2019-02-17,0.000629410555799233
2019-02-18,0.000608532921447834
2019-02-19,0.00084207895409479
2019-02-20,0.000796574282247569
2019-02-21,0.000764926638949653
2019-02-22,0.000728762491920768
2019-02-23,0.000690996736950191
2019-02-24,0.000758078726995814
2019-02-25,0.00136712062712092
2019-02-26,0.00129434652140478
2019-02-27,0.00121455404993462
2019-02-28,0.00114025470543413
2019-03-01,0.00107164537665018
2019-03-02,0.00100778176389251
2019-03-03,0.00094896099932109
2019-03-04,0.000895957916527435
2019-03-05,0.000895736859718365
2019-03-06,0.000930247300865123
2019-03-07,0.000877224602473812
2019-03-08,0.000827662923356104
2019-03-09,0.000782576905451618
2019-03-10,0.000763421779865403
2019-03-11,0.000725665927498077
2019-03-12,0.000702032684068095
2019-03-13,0.000665390292760596
2019-03-14,0.000633732192929567
2019-03-15,0.000602119494687111
2019-03-16,0.000580949313982775
2019-03-17,0.000581450756417883
2019-03-18,0.000556947132567384
2019-03-19,0.000530994404825843
2019-03-20,0.000509202583120234
2019-03-21,0.000488876640748412
2019-03-22,0.000488609971178985
2019-03-23,0.00046775447642257
2019-03-24,0.000449250516591373
2019-03-25,0.000432990226547249
2019-03-26,0.000434970312199246
2019-03-27,0.000417965701696886
2019-03-28,0.000434905102771584
2019-03-29,0.000418485683974715
2019-03-30,0.000421765843731873
2019-03-31,0.000405741986807858
2019-04-01,0.000391466204025643
2019-04-02,0.000382588124123291
2019-04-03,0.00217253267803812
2019-04-04,0.00207034535638046
2019-04-05,0.00194213790977747
2019-04-06,0.00184387467824707
2019-04-07,0.00172711113792209
2019-04-08,0.00165382161676552
2019-04-09,0.00155893891084069
2019-04-10,0.0014830764799048
2019-04-11,0.00144314438599185
2019-04-12,0.0015760073576279
2019-04-13,0.00147502915067605
2019-04-14,0.00138147701591441
2019-04-15,0.00131000867296659
2019-04-16,0.00126130224352296
2019-04-17,0.00123091792307794
2019-04-18,0.00115844866705626
2019-04-19,0.00109330614080765
2019-04-20,0.00102787683946313
2019-04-21,0.000968537008444475
2019-04-22,0.00091678768334059
2019-04-23,0.00088453248177071
2019-04-24,0.000879506338889914
2019-04-25,0.000845828093388089
2019-04-26,0.000913387638698415
2019-04-27,0.000875747799427721
2019-04-28,0.000827053099327803
2019-04-29,0.000781184003922226
2019-04-30,0.000753704669314108
2019-05-01,0.000725315559106608
2019-05-02,0.000696343797151499
2019-05-03,0.000685644212687795
2019-05-04,0.000826282898116544
2019-05-05,0.000789281496012313
2019-05-06,0.000755495393178826
2019-05-07,0.000718470199283359
2019-05-08,0.000697246041999549
2019-05-09,0.000700441156894153
2019-05-10,0.000757381743346873
2019-05-11,0.000767418898884755
2019-05-12,0.00151062946366065
2019-05-13,0.00142240432875343
2019-05-14,0.00215760434650123
2019-05-15,0.00206677227778291
2019-05-16,0.00197217004693573
2019-05-17,0.00194171134390598
2019-05-18,0.00219353027592885
2019-05-19,0.00207183274876863
2019-05-20,0.0028837430930178
2019-05-21,0.00271577335151385
2019-05-22,0.00253874408363334
2019-05-23,0.0024610817418851
2019-05-24,0.00233771654954096
2019-05-25,0.00219833455811121
2019-05-26,0.00205402214987752
2019-05-27,0.00227008783866823
2019-05-28,0.0021449811434692
2019-05-29,0.00200553926045335
2019-05-30,0.00188005985683558
2019-05-31,0.0019148094514185
2019-06-01,0.00185159944289778
2019-06-02,0.00173034493532473
2019-06-03,0.00164188333389371
2019-06-04,0.00191568724947763
2019-06-05,0.00206464363805537
2019-06-06,0.00193249985379396
2019-06-07,0.00180535945777038
