"vol_forecast","omega","alpha1","beta1","Volume"
0.34087131588619,6.39724595294318e-05,6.33231684679738e-09,0.997725203489087,0.0525277703771976
0.303182007450945,1.74884760680962e-05,1.86130591544538e-10,0.990194705085692,0.0567339384794672
0.330360175674714,4.27279507988083e-05,3.51562146603177e-09,0.997470631038251,0.0855715358568233
0.33991605958525,0.0311070391512296,1.717562897547e-09,0.998997212102223,0.0453430364834448
0.294382711078511,8.37210598550766e-06,1.47983087590752e-10,0.991008121172448,0.0337817444207289
0.279111629195672,6.97267775778865e-06,6.54596545281805e-10,0.9877452039321,0.0392220355850894
0.240357877739546,1.77991327777412e-06,1.57960767368975e-09,0.978868449405143,0.0311955577512154
0.212577590805686,7.74504921969044e-07,2.54708848096762e-09,0.971855451953178,0.0185538055484517
0.182230986356838,1.93493945224401e-07,3.59635381264077e-09,0.963102585536635,0.0487366622709999
0.149723983149364,5.40826311310541e-07,0.0167169940512249,0.930787724527629,0.0298089058107866
0.106078641212297,1.26463015253479e-07,0.0562054471818924,0.868216021848157,0.0187145562436517
0.0303829057119217,4.85808400315044e-14,0.417272341108122,0.548018542590225,0.0130565286879093
0.0764446400380692,1.47632374317084e-07,0.0614966985675679,0.852572396929914,0.0911303345883682
0.142820928118122,6.73155296264138e-07,2.38603758234707e-09,0.972954778770698,0.110942361627644
0.193159558554816,0.000566208546323605,2.44806234371892e-08,0.998995721169029,0.13027752328892
0.218457508114522,0.0741972032580146,1.33485461772746e-08,0.998998651611391,0.0497641058678336
0.208815027131419,0.0323432483945583,1.27832192064938e-07,0.998885998520586,0.0475226684846748
0.207055673238077,0.0322928349980872,5.0775910103329e-08,0.998983615089443,0.0413923117257522
0.199609226425156,0.0462039638011322,6.28422929202639e-10,0.995897896443118,0.021744154001865
0.188476267671948,0.0525223507100657,3.89657236462042e-08,0.992110707741081,0.037638343550897
0.180806661151937,3.73857343203837e-05,1.77198087203216e-08,0.9947274379138,0.00477233942204801
0.166367723428586,5.00120283494297e-06,1.51721904914707e-09,0.990349107836701,0.0253064687905559
0.16158036768183,7.97444751239148e-06,1.26315388283662e-10,0.988009532294461,0.0164410821258234
0.151206660947315,4.28873894766069e-06,1.29917463008849e-08,0.986274048847358,0.0102049757913989
0.134883617769817,9.43020536529059e-07,3.48249607524789e-10,0.980223469584622,0.00253827332297248
0.124398482346527,5.24164436802659e-07,5.98313576276474e-09,0.979096392147561,0.00855777730972014
0.10858886835923,3.41195490793105e-07,4.0904937950615e-10,0.972694654660072,0.0947295057974752
0.155949222907924,0.000132412874661119,1.02377117599143e-09,0.998995304747368,0.00949307985551331
0.140700227703852,4.79569175343622e-06,9.77989420446761e-11,0.993171843058348,0.0414288846352422
0.133840163080407,3.48815028212899e-06,5.34862170288354e-09,0.990710601476573,0.0846699711112573
0.154500247104652,0.000118297949572979,8.72012335356426e-10,0.997464319846559,0.113008589258363
0.150395270371233,2.90529494591055e-05,7.232055914565e-10,0.996992860258938,0.087270616838011
0.160601486576406,2.31548864773521,1.08756847641425e-12,0.83906034919372,0.0870421070314305
0.460888593879377,97.0522302332881,0.998999668264913,1.40482176489694e-07,0.0519335314757176
0.140065697596156,5.77219704035507e-06,8.18003774975374e-10,0.995691770517076,0.0204836644236303
0.143456672635375,1.14559498087686e-05,2.01527085923018e-09,0.998580448893296,0.0325101979163693
0.130070378383804,7.79286374361417e-07,5.02279770354895e-10,0.993549482707246,0.137721953191144
0.254579893066607,9.07128687171231,0.69232221185153,0.252456441113277,0.162082913042561
0.146381662844517,9.3897220994826e-06,5.45372284915496e-10,0.998392784117415,0.066236657706474
0.124965327830984,1.89302722938311e-06,3.70327058902907e-09,0.989548365613557,0.0623278925658706
0.101342992208839,5.0498141856889e-07,4.40854760302576e-09,0.978299383626129,0.0590286759167663
0.0995205429342143,1.83910697729021e-06,1.41302996524808e-09,0.976557733420523,0.0340536313990301
0.0881862752774927,1.22832912033114e-06,1.12505208096556e-08,0.970375740685879,0.00388183160260686
0.0873196398122311,5.5437383441262e-07,2.53998252373672e-10,0.972713152895979,0.0309457846251639
0.0912679727093943,4.95251967868826e-07,9.86651917990226e-11,0.982711943031261,0.0308922010600973
0.0949947054350813,1.76155976457028e-06,3.13992063675571e-10,0.995675321746221,0.131569199069045
0.157231032533299,0.116522221935504,3.85832718962182e-09,0.99899991963425,0.119446271861372
0.18049204682733,0.258402036691739,3.31451352667937e-09,0.998999866003927,0.0222720513465958
0.200491221057697,2.15102489724309,1.51237412972175e-11,0.901006292679012,0.0185109953985836
0.217435124419072,4.49661152349129,4.81666947062303e-14,0.816836803172172,0.022219318314308
0.367497909782704,64.0797509196683,3.33190544494978e-20,0.00152786096830293,0.0346195192078823
0.152795431635149,2.7698029399212,6.60300710894517e-16,0.790228996052867,0.0835586082802451
0.403383422847545,9.66975804088861,1.37319909186569e-15,0.87547253473163,0.0716318706335561
0.398271171056119,25.0474811223632,2.92648559522884e-09,0.664355908012217,0.0428926515476187
0.303618608297732,31.4597366899559,2.60660114893885e-21,0.300981035233666,0.0189215192198351
0.119728344693618,3.75785687218235e-06,5.8712811246085e-10,0.989614974757829,0.0154229943895569
0.113901520813719,1.65872150641577e-05,8.40201438213714e-10,0.986447146290496,0.0314654601530326
0.158971364938059,0.116318828468463,3.25261891331702e-10,0.998999193548685,0.0351800203091351
0.139873011688554,0.0182890134071814,2.50113901236091e-10,0.99899516554965,0.0342228874220185
0.122643524718161,5.22324508976727,2.46062323210403e-18,0.426757928703269,0.0348046518427422
0.14463774766417,0.797338189151457,5.13570340929112e-10,0.935385673653936,0.0444309818336065
0.156670355351819,0.716024341579031,1.17242594796785e-13,0.951958413669749,0.0355684302781368
0.208008775884739,5.59964982505531,2.33629616897943e-18,0.752797882872858,0.00536572779074916
0.161573892608738,4.31880372662665,7.14150293797157e-21,0.702851428499279,0.0256529191424684
0.186215001806676,11.9968830281489,5.89493064011138e-17,0.355606601387647,0.026744436208641
0.131202909603239,0.0803215107473187,2.93302273516896e-15,0.992994597797925,0.0223023870157076
0.103419947505312,2.81794709364685e-06,2.77962815279935e-09,0.988002666099667,0.0552435215400205
0.258149468143007,15.1552382517519,3.3928130709234e-18,0.546601469129456,0.0313069775452429
0.116691477317368,9.6854662013663e-06,1.11939889137013e-09,0.996648698374108,0.0518289159439208
0.313557638340035,47.7656872139977,1.81640539834589e-09,1.44732106220955e-07,0.0163424203234785
0.102357851041652,4.5854904745128e-06,2.60197284854311e-09,0.988772565122608,0.00506634025259894
0.0992859828255028,1.84461803254322e-06,8.69693638804739e-09,0.988301527206171,0.0583491002264765
0.133185388573544,0.0258209446102691,6.48641125206097e-10,0.998989123847584,0.0598721209224452
0.134978375497877,0.029992639423656,3.41044534061258e-10,0.998996507005776,0.033911025403112
0.117359464981033,1.37062065529493,7.21652043291712e-11,0.838071049255288,0.0402713095232466
0.104236986697321,6.98639289378274,4.47640708974248e-15,6.43076171972102e-05,0.0278660054329993
0.117975220445775,0.0738444744115527,4.70137399608206e-09,0.998999519311502,0.00662876896732041
0.112307030587605,0.0549747224416158,5.31874560490431e-09,0.998988945674233,0.0125328840070727
0.0903897340212412,1.49475042669925e-05,8.51457493977298e-10,0.995133728265895,0.0220112212944195
0.0790068168994143,2.17058185624175e-06,1.04820164167542e-10,0.988228909685587,0.0407606493820035
0.107622946002628,0.0230788244061246,2.72844361533366e-09,0.998998594268565,0.0375566924041288
0.0850768273180965,5.06290892563635,8.97832121106624e-15,0.00221893939142081,0.0182442116169555
0.086968843141188,0.0761427773679539,2.58199806568202e-09,0.988749061461633,0.0307546982608521
0.0863084065308635,0.100071010263944,2.59271537207082e-08,0.982596035833995,0.00951547721868932
0.0853833058198238,0.134365814028606,5.12822201293497e-12,0.974443559306953,0.0520038421854347
0.088922421576346,0.0120351249748403,1.91917742935388e-10,0.998997552583577,0.0793067949188446
0.0997718493530395,0.0332681831434143,7.88020098442814e-09,0.998999770227692,0.0308128180007392
0.0993045260484332,0.0472706806634255,8.11221879593901e-11,0.998999825957557,0.0236323367708806
0.0955363235810267,0.0384806150500867,1.80281056900235e-10,0.998998613464122,0.0658247163305911
0.10555863123972,0.054024471821477,1.80717393956541e-08,0.998999813313618,0.0232887215282309
0.10342030079615,0.0445976620193982,6.63688501931153e-09,0.998999733025173,0.00548480237978618
0.100547121462896,0.038427971940856,7.16935809625145e-09,0.998998743970927,0.022378084433024
0.0993604018861772,0.0288452685297177,1.96161907493765e-10,0.998996568945414,0.0301159481439464
0.0938916571641043,0.865386063777229,2.1273016016449e-15,0.85375164185835,0.037786903276267
0.0900386105943566,0.00334434089796445,6.3923534819245e-11,0.998995614699264,0.0538282349960376
0.0914114299309553,0.00403626511801906,1.51688746118907e-09,0.998990952293416,0.052346039873453
0.0946251823740365,0.00451993635970583,2.60151722859279e-09,0.99893861989522,0.0477562814879284
0.0968063539626505,0.0155153153849691,5.82034108617135e-11,0.998957549072529,0.0260535200813
0.0910242509269576,1.26538870329533e-05,2.78472233662104e-09,0.998208104147087,0.012526079744842
0.0867534059505187,6.05156927922407e-06,4.67634687015561e-09,0.997571655617194,0.0291772434670379
0.0803933419771763,8.27833262895076e-06,1.28591035466005e-07,0.993587322856355,0.0246135680867309
0.0731786524779003,2.79626684590745e-07,1.14959957093078e-10,0.988890399807821,0.0470038434895849
0.0765656866926087,7.28723949943025e-07,1.71436806847613e-10,0.995563913230062,0.0391607972250132
0.0712326098839606,3.97081907144316e-07,6.40972883783207e-10,0.993356656852842,0.0162409234118707
0.0653327006017555,3.59899251508317e-07,6.25298849060621e-09,0.990223299975736,0.00138580140764989
0.0596540784324995,1.04156783707518e-07,5.74813698149721e-11,0.986937858973101,0.00151224728077016
0.0539754139702569,3.65576965216428e-07,5.5994073422735e-08,0.983976987848521,0.017519274178461
0.0506215072543736,3.9184385535116e-08,5.05796791684204e-09,0.980539817065276,0.0103226328258045
0.0268688417992648,9.82144386964288e-08,0.109741317738818,0.841415719946778,0.0138877827237582
0.0213740647452784,1.38829913883885e-08,0.128606270587347,0.816048783561481,0.0127806725566402
0.0166460014968725,1.68526582675878e-06,0.239218718497493,0.739383434568886,0.0465017456391455
0.0499953030023848,0.314929452112574,0.250886533852273,0.659629287473382,0.0113520609991222
0.037147384509466,0.185465664371145,0.17742133665404,0.734337865638581,0.00257172761227336
0.0310904419178724,0.120925423900721,0.13207707293455,0.782584345627307,0.0108386227116316
0.0364915141436767,0.171076314572001,0.125147339793125,0.770150072048565,0.0165119598573931
0.0239153689838891,1.35963499490957e-06,0.0298703517015889,0.924889954423403,0.0233502433992334
0.0254197792822108,2.69484585364176e-08,3.75079615729451e-07,0.97118680950811,0.0091537172767578
0.0182468051743406,4.3704761359294e-09,0.0269808211148954,0.928561175456133,0.0119190828516795
0.0116718804582506,3.16798754036208e-10,0.0442338963055417,0.897732796376148,0.00991636166844729
0.0228975635039501,4.11314012883419e-09,1.53142662429593e-10,0.977441687424621,0.0117087177443807
0.0240569305229213,6.61625115334012e-08,1.64847162255499e-09,0.979653723709776,0.0439147084368531
0.0386369503483082,0.166781989547552,1.40730104062423e-08,0.900916389010152,0.0279487906234726
0.0382207019940937,0.183056884282861,1.05275323253458e-09,0.890439200895061,0.0202752838928155
0.0352572404262614,0.210024978738221,9.79557315040867e-11,0.862143321793622,0.0117010629493712
0.0292365931573281,1.06496164086279,0.37135655650876,1.54875908537429e-11,0.0211374406196288
0.0307386023646421,0.426746866784286,7.4914740048131e-13,0.674290989005842,0.00150430897483436
0.0303342474595518,0.000300570489697435,1.08141641458036e-12,0.99652754581286,0.00770440942162149
0.0350844825279179,0.0111574943625213,4.66705423977008e-09,0.99898000231625,0.0362256086052506
0.0477246802284761,0.0288851023986217,8.95873588781937e-09,0.998999890145143,0.0503294266548331
0.0435420835133555,0.0209095333494494,2.10544391574654e-09,0.998999775288987,0.0150371360188917
0.0406148036244082,0.0978692654120519,1.34753116087417e-16,0.949187410370468,0.0108162253484556
0.0348564581741249,0.133409388683692,8.06835731241152e-12,0.912134219390086,0.00968700132908788
0.135736818790375,3.53507240842274,1.98849817750938e-19,0.672521815016874,0.00766726949027899
0.0567450179327836,1.01082364068201,2.84391205150825e-21,0.639677382681988,0.0044369459962604
0.0278410965595273,5.6102843607193e-07,5.1442150980489e-10,0.997043280804547,0.0263982693676548
0.0301051212348203,2.45541180807451e-06,2.85752412596824e-10,0.998487782964278,0.0879198568591891
0.0647783285980941,0.0339866896801528,1.0443569256087e-08,0.998999824898865,0.094288646307112
0.0723129039701503,0.0561120415921703,2.94821506191387e-10,0.998999867074932,0.0577775421990988
0.0561716021867663,0.0157969963034046,4.40238630265991e-10,0.998959101217326,0.0378895342315799
0.0706345315358296,0.0491946061913475,6.48948842336173e-09,0.998999777880107,0.028371505414554
0.0567820789616312,0.0147702988002663,9.7005595275498e-10,0.998998215175261,0
0.0716728050417455,0.808729714884594,1.25689432694059e-13,0.793646436523172,0.0201054608479746
0.0713170235784792,0.254471540225788,1.51340540341452e-10,0.938876139642544,0.0127801055347876
0.0903004377861948,0.356262923339821,1.11813301634756e-14,0.942772371666224,0.0191199768682301
0.186474510894259,1.99796442780676,5.64824567479625e-08,0.896489188586593,0.0156843914635858
0.174674762566587,5.36532754524989,1.74090820573058e-08,0.677608081508824,0.00959004059230059
0.171378764760017,10.3610766959056,4.77793787508482e-09,0.35638796930002,0.0280327098576511
0.0711690465479033,0.0430043223559856,2.49856623081605e-09,0.998999796098229,0.0128620401924821
0.0582440382721943,0.00959024102227461,4.06282078262013e-10,0.998999059106768,0.0684452078221844
0.0866254169748849,0.0793683532231718,1.35272339464549e-09,0.998999960105552,0.0962034791031978
0.112649024060604,0.167057360250802,9.33270741658023e-10,0.998999986268116,0.0465777265673882
0.180396629222335,0.502645750916178,8.26534389105432e-10,0.998999995329683,0.0310472815367717
0.299611925216108,1.39247032985159,1.26351618126913e-08,0.99899996881709,0.0239081929021497
0.196709357776693,0.600741702214788,5.16365219586254e-09,0.998999975609747,0.0142308309445553
0.311630393190003,1.50133316123938,5.27122246785833e-11,0.998999986235847,0.0951326583346434
0.225322640311599,0.769433169740681,2.21666855900332e-12,0.998999993747649,0.109304519006533
0.141681907821204,0.276949314297029,2.34276133532351e-09,0.998999973239759,0.0517597392779088
0.192809531703028,0.554333195260982,4.69907045680318e-11,0.998999984560564,0.074788197775816
0.358656717618109,1.96229226095414,2.3503541735066e-08,0.998999936047044,0.0842035956375289
0.331869414394955,2.79726263068742,6.89164020269827e-08,0.964143614555849,0.254561909107236
0.411161763363301,2.53281310134997,1.73877628952196e-10,0.998999980350154,0.0864963484983441
0.443785708356785,2.93959281966651,9.05960449009821e-12,0.998999974357519,0.129859628183585
0.23020641096473,0.72527004554643,2.23305038213198e-09,0.998999988628589,0.145874876898138
0.327265499879378,1.51392126325537,4.81600968781714e-09,0.998999986952184,0.0513900410300415
0.227865295122232,0.664602798301788,6.78286102062816e-10,0.998999993196732,0.0478728044786289
0.233851883874565,0.709514541775157,6.14292157404191e-10,0.998999987752143,0.110233867822874
0.538374301900976,4.2616042522152,9.01111062788048e-11,0.998999999734525,0.0481699239293689
0.547516407269151,4.40790049661222,1.03577669343155e-08,0.998999965782569,0.041353470728852
0.217636321723226,0.620424909527983,3.25589303579064e-08,0.998999897427725,0.0134146029877992
0.448868513277381,8.3866945827428,9.08820992528389e-08,0.916450944835201,0.0343345907269723
0.18173982172218,1.08920747240286,7.0027248048454e-13,0.947197956110259,0.0349563301883013
0.125973876996401,0.661367240304924,2.64951862416782e-13,0.933699649787787,0.0249174917997016
0.118750096550967,1.06202201028182,1.09077547084316e-12,0.877704824753621,0.0224835504975997
0.0790784257409709,3.12140998865594,0.246838169548256,0.294099052987028,0.0754096537262187
0.116624102545515,1.08105091771544,5.09412109208086e-13,0.871452596788582,0.0285248848256708
0.111024929132972,1.46841190170677,2.37714320196483e-07,0.810263043262909,0.015398612449897
0.0955303125982216,1.77754840871163e-06,1.75572962823694e-13,0.995513505850062,0.0566769527832852
0.0878828924271638,7.8622041984769e-07,1.32600712471253e-11,0.992618903610271,0.0421090273473846
0.0754224335930466,2.10318745226007e-07,3.97240182407531e-10,0.985028486982215,0.0398948070131485
0.0754383032588523,2.23073440395577e-07,3.49387556684813e-11,0.986279349957738,0.0312851472039194
0.0677301788876821,2.2649423587277e-07,1.70931624264312e-09,0.98191379137322,0.0369363704974311
0.0615525430314526,2.41377315222013e-07,3.80357832013418e-10,0.977739070331957,0.0237981906627536
0.0547425301510348,6.82445258007554e-08,2.03462014520766e-09,0.972507397435972,0.0201896635930794
0.0329993381407671,5.0569317619245e-07,0.105459734639754,0.843771477553821,0.0308267100361269
0.0245591329963566,5.11749635517398e-08,0.11504820658264,0.825615024421625,0.0320588485217338
0.0832114703808467,2.2235682938074,0.412356483602458,0.438643646710174,0.0270103694574904
0.035492769352331,1.13754556366797e-08,8.10603542790431e-09,0.958079977962061,0.0232229469933343
0.0319913174842022,1.3827220596633e-08,2.0951094180037e-08,0.954251874951724,0.0903943402237489
0.0207902827679571,4.70299424209818e-07,0.0389766746139225,0.89189131880539,0.135892740694794
0.161692589238363,1.43729051199919,0.24247121917632,0.503361731419242,0.0373914055341083
0.0654322937685587,0.490778288256511,0.014381455031369,0.822080105367459,0.0294241814838266
0.0551731195550499,0.446453464503746,1.41564584178945e-09,0.833764281138155,0.0420531756949077
0.0624494609863391,0.830044470055628,1.23082214879959e-12,0.741280585609003,0.0459698791414468
0.0790691960220409,0.035756733810076,1.59941952573943e-08,0.99899982123969,0.0484367077109971
0.0827204278077976,0.0485952733945251,3.4077722524928e-11,0.998999949698124,0.0467518022761232
0.0688200958581742,0.00901176214331681,7.26260180034709e-09,0.998998526443596,0.0247227197933482
0.0906422984791325,0.0790804713429969,3.3991431267516e-10,0.99899994899636,0.0541962321783472
0.0779096292650605,0.0385824957624169,1.036672211485e-08,0.998999710523587,0.0312343987481155
0.0821315743209927,0.0540705692168128,1.18388260329316e-09,0.99898895587853,0.0894372073366322
0.278740349897315,0.7519003386009,2.26725841083413e-08,0.998999944862283,0.142516122954515
0.398990519544287,24.057381412531,0.998999942652227,5.28497152984575e-08,0.0614484416725543
0.377987213680915,18.8672170756109,0.72825530003047,0.270744620910633,0.0356455452500846
0.246992638196417,24.8503295968974,0.901008606173442,0.0979910122540983,0.03573655225742
0.0988215183681863,5.71377289108315,0.278621075958349,0.066205946528292,0.0221300123725302
0.220235390565909,21.8883201190304,0.906008087879279,0.0929917659825415,0.137842445334812
0.418101772252377,19.4253822420034,0.939338797227872,0.0596611907684903,0.143139846992328
0.332158268818943,24.6684242274417,0.966085765055026,0.0329142349445895,0.0601244456468332
0.28613569513446,34.8171086754321,0.96613539030562,0.0328646163961539,0.0320494926611666
0.170804526843671,15.7825390343581,0.998999952449062,1.20848246902376e-08,0.0587879751403558
0.33830506645454,9.12380741189506,0.245281352360875,0.75371864956092,0.0185461507534422
0.216015786469263,23.6609861607752,0.996519038067099,0.00248092309958335,0.0249821322908931
0.206059604362351,22.0754585205653,0.998999278656425,5.35295494798602e-07,0.0286623876249159
0.247405758851564,29.9553412889287,0.97713594788483,0.0218640452595282,0.0282782303198084
0.244884466213701,29.38366812657,0.989598047049262,0.00940194266083328,0.023133074029704
0.188263511572654,18.7211784333315,0.99899878780316,3.31300132633633e-07,0.0195086703481581
0.195195801791811,19.3845027138841,0.998999827032827,1.21435960927143e-07,0.0293759846263592
0.202915643104614,19.8191180625601,0.998999480114927,3.62232603678501e-07,0.0285509678308884
0.272143546947479,32.693009971817,0.998999695249504,2.18117380302659e-07,0.0421660130435666
0.12212868008248,7.15930276215405,0.458186053253939,2.32862948128e-10,0.0300274927349475
0.153987366928643,13.3784998915252,0.998998608851955,1.15756565111458e-07,0.0461507591124126
0.221757718593225,22.5004713886919,0.975878444965679,0.0231214655388643,0.0369550822185655
0.17314977172954,11.6507570247724,0.929412079835707,3.9068662403367e-12,0.0300935507807704
0.158821213045136,13.9803214443842,0.993136250284659,0.00586273875064112,0.0244494152604156
0.177039411513844,16.3213424214921,0.983396138588964,0.0156038590269155,0.0208712238598532
0.222586501078796,21.0166904436579,0.979662848685318,0.0193370492531859,0.0223347072613034
0.18940835499637,15.0842424913978,0.998999476824359,3.12077623902382e-07,0.0294763474942618
0.175501711059673,16.6524763045921,0.993041095992953,0.00595890092246675,0.0243164486359909
0.0674829668904244,0.93064687722158,0.0859008133847371,0.705448318515158,0.0270562982275475
0.0502413076159888,0.698108592605205,0.0740120561466896,0.675011277813224,0.0236292181506916
0.0257719046301182,5.54169064906077e-08,0.0232331580160268,0.910156926017432,0.0273341389353006
0.0349200691012446,2.37047609769384e-08,3.35959590236175e-09,0.960396423295894,0.00598690023022561
